headline,sentiment
"However , the orders received during the period under review fell by 17 percent quarteronquarter from the EUR 213 million recorded in the second quarter of 2010 .",0
"The announcement pushed Freenet shares down 6.3 percent , or EUR0 .71 , in Frankfurt trade to EUR10 .65 as investors gave up hope United Internet AG and Drillisch would pursue their own takeover and breakup of Freenet .",0
"Danske Bank AS DANSKE DC jumped 3.7 percent to 133.4 kroner , rebounding from yesterday s 3.5 percent slide .",1
Our superior customer centricity and expertise in digital services set us apart from our competitors .,1
"According to the company , in addition to normal seasonal fluctuation the market situation has weakened during autumn 2008 .",0
"Changes in the market situation and tougher price competition have substantially reduced demand for bread packaging manufactured at the Kauhava plant , according to the company .",0
"In the building and home improvement trade , sales decreased by 6.3 percent , totalling EUR 154.1 mn .",0
"In the building and home improvement trade , net sales totalled EUR 1,173 mn , down from EUR 1,566 mn a year earlier .",0
"In the building and home improvement trade , sales decreased by 22.5 percent to EUR 201.4 mn .",0
"Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , expects changes in the market situation to reduce sales of Suominen s nonwovens and wet wipes from the previously estimated volumes .",0
The net sales of the whole fiscal year 2008 will be lower than in 2007 and operating profit is estimated to be negative .,0
Sales at the unit slumped last year after the industry was hit by poor snowfall in the major resorts in the winter of 200607 .,0
"The steelmaker said that the drop in profit was explained by the continuing economic uncertainty , mixed with the current drought in bank lending , resulting in a decline in demand for its products as customers find it increasingly difficult to fund operations .",0
"Nokia s share price fell less than one percent to 18.70 euros   25.41  in Helsinki , while Siemens shares fell 1.02 percent to 90.19 euros   122.57  in Frankfurt .",0
 Operating profit declined mainly due to the increased cost of wood and recycled fiber and the strengthened euro . ,0
Operating profit in the fourth quarter went down to EUR3m from EUR4 .2 m for the corresponding period of 2009 as it included costs of growth projects .,0
"UPMKymmene Corp. , the world s largest maker of magazine paper , on Tuesday reported a 19percent profit drop as lower paper prices , higher costs and a strong euro hurt revenue .",0
Finnish meat company Atria can no longer promise a sufficient amount of domestic beef to its customers .,0
"Thanks to the internet , consumers compare products more than previously and Finnish companies are not competitive .",0
 Capital expenditure on energy efficiency has unfortunately fallen along with the decline in the economy .,0
"Due to the rapid decrease in net sales , personnel reductions have been carried out on a wider scale than initially expected .",0
"Operating profit excluding nonrecurring items decreased to EUR 6.2 mn from EUR 16.8 mn in 2007 , representing 2.3 percent of net sales .",0
Finnish waste management and cleaning group Lassila  Tikanoja Oyj  LT  net profit went down to 32.2 mln euro   47.7 mln  for 2007 from 35.3 mln euro   52.3 mln  for 2006 .,0
"Qualcomm estimated a firstquarter profit between 46 and 50 cents a share , excluding certain items , below the analyst estimate of 61 cents a share .",0
"Operating margin , however , slipped to 14.4 percent from 15.1 percent , dragged down by a poor performance in enterprise solutions .",0
"External net sales from the printing business fell by 43.7 percent , partly due to the termination of the printing contract between IlkkaYhtyma s printing house Iprint Oy and sector player HSS Media AB in December 2009 and the fall in printing prices .",0
"Sevenmonth sales of Ragutis , which is controlled by the Finnish brewery Olvi , declined by 11.2 percent , to 15.41 million liters , and the company held 9.89 percent of the market .",0
"The OMX Helsinki index was 0.33 pct lower at 9,364.80 , while the OMX Helsinki CAP portfolio index was down 0.34 pct at 5,029.25 .",0
"The OMX Helsinki index was down 0.34 pct at 8,256.02 on turnover of 813.191 mln eur .",0
Repeats sees 2008 operating profit down yy  Reporting by Helsinki Newsroom  Keywords  TECNOMENRESULTS,0
"Comparable operating profit totaled EUR 4.7 mn , down from EUR 5.1 mn in the corresponding period in 2005 , representing 7.4 percent of net sales .",0
"In Finland s Hobby Hall s sales decreased by 10 percent , and international sales fell by 19 percent .",0
"In the Baltic states the company reports net sales of EUR 11.9 mn , down from EUR 14.2 mn , and an operative EBIT of EUR 2.2 mn , down from EUR 1.7 mn .",0
"Operating profits in the half were  0.8 m , down from  0.9 m as Glisten invested in the brand and the management team .",0
"Sales in Finland decreased by 2.0 percent , and international sales decreased by 9.3 percent in terms of euros , and by 15.1 percent in terms of local currencies .",0
The company said that its comparable operating profit for the JanuaryJune period fell short of last year s corresponding performance .,0
"Operating result for the 12month period decreased from the profit of EUR0 .4 m while turnover decreased from EUR5 .6 m , as compared to 2004 .",0
"HELSINKI Thomson Financial  Shares in Cargotec fell sharply in early afternoon trade after the cargo handling group posted a surprise drop in AprilJune profits , which overshadowed the large number of new orders received during the three months .",0
LONDON MarketWatch  Share prices ended lower in London Monday as a rebound in bank stocks failed to offset broader weakness for the FTSE 100 .,0
"Operating profit fell to EUR 35.4 mn from EUR 68.8 mn in 2007 , including vessel sales gain of EUR 12.3 mn .",0
"Sales in Finland decreased by 10.5 percent in January , while sales outside Finland dropped by 17 percent .",0
"Midcap funds can deliver more, stay put Experts",1
Mid caps now turn into market darlings,1
Hudco raises Rs 279 cr via taxfree bonds,1
"EXL beats profit estimates, cuts sales outlook",1
"Would stick to banking Girish Pai, Centrum Broking",1
MSCI adds Aurobindo Pharma to India index,1
Ashok Leyland raises Rs 667 crore through QIP,1
"At Wipro, growth remains a mirage",0
Why Chinese stocks leave US investors vulnerable,0
US stocks finish mixed amid more tech selling,0
Opec reduces estimate on oil demand growth,0
"Yen firms in Asia on Iraq, Ukraine jitters",1
Banking stocks to see lot of traction Mitesh Thacker,1
Growth more promising in midsize IT companies Deven Choksey,1
Immediate support for rupee is placed at 55.10 Bonanza,0
"IT companies will continue to deliver, says Dipan Mehta",1
"Rupee snaps twoday fall as exporters, corporates sell dollars",1
"SREI Infra is moving sideways Ashwani Gujral, Market Strategist",0
Sweet sugar turns bitter for mill owners in 2014,0
BNP Paribas buys Mahindra Holidays shares for Rs 20.3 crore,1
"Definance Technologies, now Hinduja Tech, plans to enter new markets",1
Foreign investors navigate turmoil in Chinese markets with new playbook,0
Fortis get shareholders nod for selling 6.5percent stake to GIC,1
"Hopeful on construction sector Sanjay Dutt, Quantum Securities Pvt. Ltd.",1
IT stocks lead gain in weak market post Infosys results,1
Markets are loving the no vote in the Scottish referendum,1
"Markets may correct this week, buyondips looks a safe play",1
NIF may turn coplaintiff in Modern India suit against NSEL,0
NIF may turn coplaintiff in Modern India suit against NSEL,0
Nifty might resume upward trend after 23 days Mitesh Thacker,1
Praj Industries announces to buyback shares of Rs 62.07 lakh,1
Stock Buzz Sun Pharma may face resistance at current levels,0
Sugar companies  investors get the sweet smell of revival,1
Wall Street Week Ahead SP 500 nearing the 2K summit,1
All is not lost for investors IT is analysts best bet,1
Investors should be wary of cyclicals even if Narendra Modi wins,0
Markets will move sideways before next upside starts  Ashwani Gujral,0
"Stock markets to see cautious trading amid elections, IIP data Report",0
Be cautious on amount of stock you buy into BEML Devang Visaria,0
Fortis Healthcare to buyback 3.1percent stake in SRL Ltd for Rs 105 crore,1
French President Francois Hollande says euro is now at right level vs dollar,1
Havells is a BTST call with a target of Rs 300 Mitesh Thacker,1
"Immediate resistance for Reliance is around 1018, 1048 levels Mileen Vasudeo, Angel Broking",0
"4,600 Sahara investors claim refund from Sebi",0
Zinc futures marginally up on spot demand,1
Zinc futures gain 1.56 pc on global cues,1
Like Zee Entertainment in media space Mehraboon Irani,1
World shares hover near alltime high,1
Wockhardt story is really intriguing Deven Choksey,1
"Jim Rogers sees money in wind, solar power",1
Whirlpool Q3 profit doubles at Rs 21.25 crore,1
Wheat prices strengthens on increased offtake,1
WelspunGujarat net rises to Rs 167 cr,1
BTST call for Welspun Corp Ashwani Gujral,1
VRL Logistics IPO oversubscribed 1.1 times,1
Voltas surges on cooling productsled beat in earnings,1
VGuard looks promising Nimbus Wealth Management,1
VGuard shares gain 2.4percent on Q1 results,1
Vakrangee bags order from Union Bank stock up,1
US stock futures edge higher before jobs data,1
United Spirits could have the best riskreward ratio,1
United Bank raises 350 million under MTN programme,1
UK FTSE lifted by mining stocks and AstraZeneca,1
Bullish on tyres Sudip Bandyopadhyay,1
Torrent Power gains on hopes of cheap gas,1
Tokyo stocks close 0.93percent higher,1
"Angel starts TIL with buy, targets 823 rupees",1
"Thomas Cook, Sterling Holidays extend gains post merger",1
Streets optimistic on Texmaco growth prospects,1
Texmaco could give favourable returns Deepak Mohoni,1
Tech stocks are going to benefit Ashwani Gujral,1
Buying Tech Mahindra a safe bet Dipan Mehta,1
TCS overtakes RIL as Indias most valued firm,1
900950 ideal for entering TCS Technical Trends,1
TCS attains Rs 5 lakh crore marketcapitalisation,1
"TCS signals slowdown brokerages remain unfazed, retain rating",1
Taxfree bonds regain demand in the secondary market,1
Tata Steel Q4 show beats estimates,1
Brokers Call HSBC upgrades Tata Power,1
Syngenta surges as European shares edge higher,1
Symphony shares surge 5percent on strong quarterly results,1
Suzuki shares soar on production shift report,1
Suryalata Spinning net revenue up 34 per cent,1
Sun Pharmas stocks surge after merger with Taro,1
Sugar manufacturers gain on hopes of easing curbs,1
Sudal Industries forms subsidiary in UAEstock up,1
Subex rises on order win from Idea Cellular,1
STFC raises 583 cr via QIP issue,1
Sterlite Technologies jumps 8percent after Modi tweet,1
Sterlite Industries has upside potential Deepak Mohoni,1
Sterling climbs against Euro on diverging policy outlooks,1
Aviation stock returns rise post Spicejet deal,1
Maran makes open offer for SpiceJet,1
Spicejet extends monsoon offer stock gains,1
"SpiceJet is a buy CK Narayan, Sharyans Resources",1
"Spicejet surges over 10percent, denies selling parking slots",1
SpiceJet Regional focus can help airline soar further,1
Specialised NBFCs will benefit Dipan Mehta,1
Spanco surges 13 in morning trade on bourses,1
Soymeal sales seen higher in January Traders,1
Soyabean futures advance on global cues,1
Southbased cement companies maintain growth,1
Snowman Logistics gives 100percent returns in six sessions,1
"Snowmans IPO gets overwhelming response, subscribing 60 times",1
SMX records turnover of over  100 billion,1
Mutual Funds bet big on small companies,1
SKS Microfinance gains on securitization deal,1
Brokerspicks Nomura reiterates Buy on Sintex Industries,1
Sintex looks good Hemen Kapadia,1
Extremely positive on Sintex Dipan Mehta,1
Sintex bracing for better nos in March quarter,1
Siemens shares gain after strong earnings,1
"Cost cuts, reworked deals boost Siemens margins",1
Shreyas Shippings stock zooms 10fold on turnaround,1
CLSA maintains Buy on Shree Cement,1
Shoppers Stop can see some correction Ashwani Gujral,1
Shasun Pharmaceuticals reports 50percent jump in Q3 profit,1
"Shanghai, Hong Kong stocks rise at open",1
Shanghai stocks reverse losses to close in green,1
Sesa Sterlite shares see marginal gain,1
Shortcovering helps Sensex recover from losses,1
Techbank partnership helps Sensex score 87,1
"Another day, another high Sensex closes at 21,197",1
Bernanke comments push Sensex by over 350 points,1
"Sensex ends near fiveweek high, holds 21000 levels",1
Selan Oil Exploration shares rally on buyback plans,1
Scooters India rally on disinvestment reports,1
Fitch affirms investment grade to SBI,1
SBI raises 100 million from 5year offshore bonds,1
Satyam merger boosts Tech Mahindras balance sheet,1
Saria prices edge up on scattered demand,1
Samvat 2071 gets off to a sparkling start,1
Saberos growth prospects appear attractive,1
"Focus turns to US outlook, Russian stocks stabilise",1
"Focus turns to US outlook, Russian stocks stabilise",1
Russian stocks rally ahead of EU sanctions review,1
Rupee strengthens by 17 paise against dollar,1
Improved macros to save Rupee from Greece lightning,1
Rupee hits 11month high RBI intervention in focus,1
Rupee hits 3week high on debtrelated dollar inflows,1
Rupee rebounds from near 5month low RBI aids,1
Rupee recovers 7 paise against the US dollar,1
Steep appreciation in rupee to lower oil subsidies,1
RINL gets Sebi nod for IPO,1
RILs Q1 show triggers bullish bets,1
Rice procurement crosses 20o lakh tonne,1
Religare Finvest NCD issue oversubscribed 1.31 times,1
Recent buyouts to drive Religares growth ahead,1
Refined palmolein regains on renewed demand,1
REC excellent long term uptrend Deepak Mohoni,1
Very bullish on RComm Devang Visaria,1
Raymond surges over 8 pc on landsale buzz,1
Ratesensitive stocks gain as retail inflation eases,1
Rashtriya Chemicals gains over 4percent on expansion plan,1
Ramsarup Industries surges on stake sale reports,1
Ramky Infrastructure rallies on debt restructuring plans,1
Ramco Systems climbs over 14percent on order win,1
Rallis India Q1 net profit up 14percent,1
Rajesh Exports surges 16percent on UAE export order,1
Railways linked stocks gain ahead of budget,1
Railways earnings up by over 9 per cent,1
Jhunjhunwalas Rare Enterprises buys Rs 11.50crore Radico shares,1
Puravankara Projects Q4 net jumps 71 per cent,1
Late rains in Rajasthan improves pulses acreage,1
Premier Explosives surges on licence for defense products,1
Precious metals shine as EMs lose lustre,1
"Power sector to be attractive for investors, analysts",1
Polaris Financial zooms 17percent on board demerger approval,1
Pistachio up on fresh buying,1
Pipavav doing very well Devang Visaria,1
Government of Singapore hikes stake in Phoenix Mills,1
Phillips Carbon gains on overseas buyout reports,1
Quite positive on the pharma space Hemindra Hazari,1
Pharma is in pretty good shape Deepak Mohoni,1
PFC FPO oversubscribed 4.32 times on final day,1
Persistent Systems threeway strategy likely to improve profitability,1
Pepper futures gain 0.57percent as demand picks up,1
Parsvnath Developers rallies 5percent on fund raising plans,1
Palmolein oil edges up on retailers demand,1
ONGC Subsidy burden takes a toll stock up,1
Target of 12001255 possible for ONGC Rohit Shinde,1
June Oilmeal exports up 20percent mm Trade body,1
Take oilONGC mix in your portfolio Rajesh Jain,1
OilGas sector gains on fuel price hike hopes,1
OPEC SecretaryGeneral sees improvement in oil market,1
Oil India raises 1000 million in two tranches,1
Driving season boosts oil,1
Noida Toll Bridge stocks gain on value buying,1
Nitin Fire surges on acquisition plan in Europe,1
Nirma a buy in 220230 range Devang Visaria,1
Nirma shares jump 18 pc after delisting move,1
Nilkamals stock price rises 7 pc,1
Huge activity in Nifty December series surprises market,1
"Nifty ends at alltime high after hitting 6,700",1
Industrial demand pushes up nickel futures,1
Nickel recovers on global cues,1
"NBCC bags Rs 231crore order, stock rallies",1
Narayana Hrudayalaya IPO oversubscribed 8.41 times,1
"Nalco issues bonus shares, opting stocksplit",1
NALCO can offer a good upside Avinnash Gorakssakar,1
"Nalco net jumps 31percent to Rs 1,069 crore",1
Muthoot Capital net profit rises 15percent for Q2,1
Munjal Auto seems a safe bet KR Choksey,1
Mundra Port a good buying opportunity Deepak Mohoni,1
MRPL surges on Colombian crude buy plan,1
"MRPL Outlook positive due to better margins, capex",1
MRF clocks record profit in Q1,1
MRF poised to perform well Dipan Mehta,1
Extremely bullish on MNC pharma space Angel Broking,1
MMTC climbs as board approves ICEX stake sale,1
"Stay invested, mkts poised for good run",1
MindTree rallies on SAP contract,1
Midcap stocks attract fund managers this season,1
Metals and realty can lead next rally,1
Metal cos are having good volume growth,1
Menthol rises on buying support,1
Menthol rises on fresh buying support,1
Strong spot demand lifts mentha oil futures 1.15percent,1
Medium sugar recovers on fresh demand,1
MBL Infrastructures surges 18percent on listing,1
Mastek shares surge 9.5percent ahead of buyback proposal,1
See 1520percent upside in Maruti Hemang Jani,1
Shortcovering ahead of Q3 results lifts Maruti,1
Risks factored in markets to remain upwardlybound,1
Further upside expected from the markets Deven Choksey,1
Macros suddenly turning supportive for markets Ajay Bodke,1
"Markets hit alltime high levels, profitbooking likely now",1
Markets to remain in an uptrend Mitesh Thacker,1
Call writers mowed down by market move up,1
Top nine trading strategies in a rising market,1
Manappuram up on dividend payout,1
Maize futures up on speculative activity,1
"HSBC upgrades Mahindra and Mahindra, cites valuations",1
Sharekhan upgrades Mahindra  Mahindra to buy,1
Macquarie puts outperform on Mahindra  Mahindra,1
Talk of 2bn defence deal lifts MM stock,1
Longterm bonds appear to be the magic wand,1
LT will continue to perform Deepak Shenoy,1
KSB Pumps to issue bonus shares stock surges,1
Koutons Retail set for better days,1
"Treasury income, low costs double Kotak net",1
Apparel maker Kitex soars to alltime high,1
Kirloskar Oil to sell bearings operations stocks up,1
Kirloskar Electric surges 17percent on block deal,1
Kingfisher Airlines flies 20percent higher on short unwinding,1
Kinetic Engineering hits upper circuit limit jumps 5percent,1
Khazanah submits offer to acquire control of Parkway,1
Kewals surplus cash leaves scope for expansion,1
KEC International rallies on strong Q4 results,1
Kalyani Forge shares rally 5percent,1
Jyoti Structures zooms 10percent on order win,1
Just Dial gains after Macquarie starts with outperform,1
JSW Steel raises 500 million though forex bonds,1
JSPL buys back shares worth Rs 500 crore,1
JHS Svendgaard Labs sales up 144.28percent,1
"Tremendous value in Jet Airways, says Jagdish Malkani",1
Jeera futures trade higher on spot demand,1
Jeera futures edge higher 3.20percent on export demand,1
IVRCL buy a profit venture for Essel Group,1
Right time to get into ITC Ashwani Gujral,1
Positive on IT stocks Deven Choksey,1
Analysts see upside in reasonably valued IT stocks,1
Right time to buy IT stocks Ashwani Gujral,1
Maintain overweight stance on IT sector Gautam Chhaochharia,1
Positively biased towards Ispat CK Narayan,1
Insecticides India Q1 net up 29 per cent,1
"Trade long on infrastructure stocks Devang Visaria, Devangvisaria.com",1
Infosys reclaims status of top Sensex stock,1
Infosys settles higher ahead of Q3 results,1
Infosys Will it surprise markets once again,1
"Infosys beats expectations, sets trend for IT peers",1
IndusInd Bank Q1 net jumps 26percent,1
IndSwift gets PMDA approval from Japanstk up,1
Indraprastha Gas surges as SC rejects PNGRBs plea,1
Indosolar net profit at Rs 46 lakhstk surges,1
Foreign investors changing strategies to favour Indiaoriented companies,1
India Incs RoE may improve this fiscal,1
India shines brightest among emerging markets,1
IGL Q3 profit rises to Rs 89.46 crore,1
IGate net up 54percent to 17.9 Million,1
IFC raises 250 million masala bonds,1
IDFC should head towards 7576 levels Ashwani Gujral,1
HUL puts south Mumbai building on blockstk up,1
"Enter HPCL on dips Vinith Jain, Siddh Capital",1
HPCL to gain most from diesel deregulation Jefferies,1
HOEC is on an uptrend Deepak Mohoni,1
HMT surges 9percent on reports of land sale,1
HMT surges on hopes government may delay shutdown,1
Hindalco Buoyancy in aluminium will boost realisations,1
"Hind Sanitaryware not so fragile now, improving fortunes",1
PE entry to help Himadri fund expansion,1
Hexaware Technologies bags 25 mn deal stock rises,1
"Hero MotoCorp forms subsidiary in Columbia, stock gains",1
Heidelberg Cement a good longterm buy,1
Heidelberg is an interesting stock Deepak Mohoni,1
HDIL boosting the realty sector,1
HDIL can move even higher Rajat Bose,1
HDFC third quarter net rises 12percent,1
HCC shares zoom 7percent on positive Q4 numbers,1
Postive on Havells India Mitesh Thacker,1
Guarseed futures recovers on shortcovering,1
GSFC may breach alltime high levels Ventura,1
GSFC signaled breakout above Rs 318IIFL,1
GSFC surges on strong Q2 earnings,1
Growthlinked currencies at multiweek highs on risk rally,1
"Groundnut oil soars 35percent, creates record",1
Groundnut oil prices gain on renewed demand,1
Groundnut oil prices rise on fresh demand,1
Four wheelers propel growth for Greaves Cotton,1
Greaves Cotton set to flourish with improving margins,1
"Gram, its dal rises on scattered demand",1
Goodyear net profit soars 91percent in JanMar,1
Goldin stocks rise after Hong Kong collapse,1
Gold rises 0.36percent on global cues,1
"Postcorrection, buyers return to gold stores",1
Traders build bullish bets on gold,1
Appetite for jewellery boosts India gold demand WGC,1
Festive season likely to keep gold demand strong,1
Flight to safety keeps gold near onemonth high,1
Gold jumps 1.5 pct overnight after airliner downed,1
"Glenmark Pharma hits 52week high, analysts recommend buy",1
GlaxoSmithKline Consumer hits 52week high on expansion plans,1
Delisting buzz fuels Gillette stock surge,1
Punters make a killing in Geometric,1
Genpact Q1 net up 28percent at 36 million,1
Acquisitions double GCPLs topline,1
GCPL an undervalued stock outlook positive Prakash Diwan,1
Gateway Distriparks gains over 4.5percent earnings beat estimates,1
Gammon Infrastructure Projects rallies 10percent on sale reports,1
Gammon Infra jumps ICICI Prudential Mutual Fund buys,1
GAIL to benefit most from RasGas price tweak,1
Fuel price hike good for market Deven Choksey,1
Firmer FTSE outperforms weaker European rivals,1
London stocks index FTSE 100 hits record highs,1
Rajesh Subramaniam helped Firstsource execute a perfect turnaround,1
Finolex Cables hits record high on earnings,1
Financial Technologies rises 2.83percent on FCCB redemption,1
Indices on firm footing financial stocks in focus,1
Friendly buying lifts FCS Soft on acquisition buzz,1
Facebook rally has analysts gasping for breath,1
Eveready outsmarts market indices,1
Steady growth signs lift European stocks and bonds,1
Stabilising oil lifts European shares and bond yields,1
"European shares steady, near multiyear highs",1
Shire props up European shares on bid hopes,1
Euronext posts strongest September since 2008,1
Euronext H1 listings activity rises 8.7percent,1
"Euro, stocks recover on hopes of Greek deal",1
Highest yields on German shortterm bonds boost euro,1
Equities are the real gold over long term,1
Emergingmarket assets get respite as dollar pulls back,1
Emami Delayed monsoon to benefit the company,1
Emami shares up nearly 5percent post Q1 results,1
Electrosteel Steel soars 13percent as lenders approve SDR,1
Educomp is a buy Deepak Mohoni,1
Pick Educomp only for short term Deepak Mohoni,1
Education companies rally upto 24percent on cheap valuations,1
"Edible oils recover on millers buying, global cues",1
"Edible oils up on millers buying, global cues",1
Dr Lal PathLabs IPO oversubscribed,1
DLF gains momentum as Q2 PAT grows 9percent,1
Dishman Pharma rallies 3percent on debt reduction plans,1
Digitisation will benefit Dish TV Mayuresh Joshi,1
Direct Line outperforms as UKs FTSE gains ground,1
Dewan Housing shares surge 10percent after earnings,1
Dewan Housing a good portfolio pick Avinnash Gorakssakar,1
Deutsche Bank shares leap 8percent after coCEOs quit,1
Defencerelated stocks rally on IndoUS nuclear deal,1
Deepak Fertilisers bets on chemicals to deliver growth,1
"Deccan Chronicle, buy on dips Ashwani Gujral",1
Germanys DAX latest market to strike record high,1
Dalmia Bharat up on deal talks,1
Dabur has been looking strong Ashwani Gujral,1
Dabur plans three new plants overseas stock up,1
CVS Caremark Q2 profit climbs 11 per cent,1
CSE index gains 93 points,1
Crude oil futures up on global cues,1
Crude oil futures up on overseas cues,1
Bets on crude surge ahead of OPEC meet,1
Heres how to double your money on crude,1
CPSE ETF debuts surges over 11 pc,1
Players can borrow against corporate bonds,1
Corp Bank clocks 20percent rise in Q2 net,1
Consumer stocks to ride GDP wave,1
Consumer goods makers gain as investors shun risk,1
Consumer goods stocks gain falling inflation helps,1
ColgatePalmolive gains UBS upgrades to buy,1
Coffee Day gains Citi starts at buy,1
Coastal Projects gets Rs 250cr PE funding,1
Overweight rating on Coal India Morgan Stanley,1
CNX IT going through a correction Ashwani Gujral,1
Cipla posts 52percent profit growth in June quarter,1
Cimmco surges 10percent heres what the management says,1
CIL net profit rises 7.85percent in Q1,1
"China yuan rises to 2week high, outlook brightens",1
Rising demand lifts chana futures by 1.61percent,1
Spot demand lifts chana futures by 1.20percent,1
"Like Chambal fertilisers Ambareesh Baliga, Karvy",1
Century Plyboards reports higher net profit and revenue,1
Caustic soda prices rise on industrial demand,1
Castorseed futures up on shortcovering,1
Cashew prices rise on fresh buying,1
Strong demand lifts cardamom futures by 1.48percent,1
Capgemini raises 2015 revenue outlook on Igate acquisition,1
"Bullion dominates futures market, agriculture at 10percent",1
BSE midcap index hits alltime high,1
"Britannia Industries is a buy Amit Harchekar, IIFL",1
Brent oil bounces higher after 3day losing run,1
Brent holds above 109 on Ukraine tensions,1
Brent climbs above 108 on renewed Ukraine tensions,1
Bond yields inch higher auction in focus,1
Bond yields inch lower to 7.96percent seen rangebound,1
"BoB profit rises 61percent to Rs 1,019 cr",1
Biocon a good buy above 407 Rohit Shinde,1
"BHEL is a buy Hemang Jani,  Sharekhan",1
LIC buys 5.94percent stake in BHEL,1
Zain success holds key to Bhartis future growth,1
Bharti Airtel surges 5percent on Deutsche Bank upgrade,1
Bharat linked stocks can become multibaggers Experts,1
Bata India Q4 net soars 35.39percent stock up,1
Restructuring helps Bata India stay a step ahead,1
Base metals rise on global cues,1
Base metal prices will go up Seshadri Bharathan,1
Expecting Bank Nifty to touch 1190012000 Ashwani Gujral,1
Brokers Call Goldman puts Bajaj Finance on buy,1
Take long trades over Axis Bank Mitesh Thacker,1
Auto majors will continue to outperform Ashit Suri,1
Auto component companies to get rerated Avinnash Gorakssakar,1
Atul Auto posts 11percent growth in FY15,1
AstraZeneca Pharma surges on strong Q4 results,1
Jefferies expects upside potential for Ashok Leyland,1
Exports and nontruck business to drive Ashok Leyland,1
"Strong demand lifts Arhar, dal prices",1
Archies ties up with UNICEF stock gains,1
Analyst says Apple will hit 1tn mcap,1
Capacity addition to help APL Apollo,1
Amrutanjan Healthcare Q3 net grows over 2fold,1
American firms dominate global equity space,1
Ambuja Cements a good bet Deepak Mohoni,1
Aluminium futures marginally up on global trends,1
Alok Industries looking strong Deepak Mohoni,1
Allahabad Bank Q2 net climbs 21percent,1
Advanta gains 11percent on merger with UPL,1
Adlabs Entertainment rallies on market debut,1
Adani Enterprises jumps on AprilJune earnings,1
Aban Offshore jumps 5.7percent after Macquarie upgrade,1
Old Fox seen taking interest in AB Nuvo,1
10year bond yield falls debt buyback talk increases,1
10year bond yields lower as longterm investors buy,1
Greater yuan volatility a boon for China,0
Soyabean futures up by Rs 35 per quintal,1
RPP Infra Projects gets Sebi nod for IPO,1
Parabolic Drugs IPO fully subscribed,1
Oil prices rebound in Asia,1
NCMSL raises 18.5 million in equity funding,1
Industrial oils edge up on thin trade,1
Cottonseed futures gains on increase buying,1
Catchup game BSE midcap index trails bigger peers,1
Barley futures spurt on fresh buying,1
Thejo Engineering IPO oversubscribed 1.53 times,1
Sterling treads water just off sixyear high,1
Oil rebounds in Asia on bargain hunting,1
Reforms bring investors back to equities,1
Manufacturing data from China boosts Russian assets,1
Brisk seasonal demand pushes gold to onemonth high,1
Jewellers smile as export orders hint at revival,1
10percent12percent upside can be possible in Wockhardt Avinnash Gorakssakar,1
100 per cent growth in PAT for Tube Investments,1
300 nifty points led by banking sector Jagdish Malkani,1
Abbott Q2 net rises 41percent to Rs 64 crore,1
ADF Foods gains 8percent after domestic HNIs buy stake,1
Afrin Dia buys 13.4 lakh shares of IndusInd Bank,1
Airbus sparks relief rally as Q1 profit beats forecasts,1
Amara Raja Batteries hits 52week high on Q1 results,1
Ambuja Cement profit up 6.57percent to Rs 520 cr,1
AP Paper gains as SAT dismisses International Papers appeal,1
"Arhar, its dal rise on pick up in demand",1
Ashoka Buildcon preferred bidder for NHAI project stock up,1
At 58 Apollo Tyres becomes a buy Ashwani Gujral,1
"Aussie dollar bears emboldened by China data, others calmer",1
Australia shares rose nearly 1 percent despite US uncertainty,1
Auto is the sector to be in Prakash Diwan,1
Bafna Pharma surges over 8percent on stake sale reports,1
Bajaj Auto net zooms threefold to Rs 475 crore,1
"Bank of India raises Rs 2,500 crore from bonds",1
Banking pack looks pretty interesting to me Mitesh Thacker,1
Banking sector will benefit in coming days Gaurav Mehta,1
Banks outpace flat UK FTSE after RBS bumper results,1
Barmer pumps up Cairn India Q3 23 per cent,1
Berger Paints Q2 up 33percent at Rs 89 crore,1
Birla Power Solutions to raise 100 million stock up,1
Blue Star will continue to do better Sharmila Joshi,1
"BoB net up 17.5percent on low tax provision, NPA",1
Bond yields hit over 3month high auction outcome eyed,0
"Brent climbs above 58 on contract covering, geopolitical tension",1
Brent edges above 95 on relief over China PMI,1
Britains FTSE edges up on speculation about dovish Fed,1
"BSE currency derivatives turnover crosses Rs 2,000 cr mark",1
BSE to include Arvind Ltd in SP BSE 200,1
Calculus Jet Airways international operations to ensure stable revenues,1
Castrol India net profit grows 46percent on lower expenses,1
CCL Products surges over 8percent on Q3 resultsstrong outlook,1
Chilli futures gain 1.70 pc as demand picks up,1
"China stocks jump, other Asian markets await Fed minutes",1
"Citibank India profit grows 41.4percent to Rs 2,718 crore",1
CMC is a good midcap IT stock Deepak Mohoni,1
Comfortable to buy Airtel at 320350 levels Sajiv Dhawan,1
Commexes turnover up by 41 per cent in September,1
Cooling division making Voltas a hot pick Hemindra Hazari,1
Corporate bonds trading spurts to 10month high in May,1
Corporation Bank rises as LIC looks to infuse funds,1
Cost control gives Orient Cement the edge during slowdown,1
Credit Analysis  Research shares gain on RBI move,1
Crisil net rises 38 per cent in JanuaryMarch quarter,1
Cummins rallies over 6percent as management raises FY15 guidance,1
Current market rally led by large caps Ashwani Gujral,1
DCM Shriram Q4 net profit soars by 87 pc,1
Den Networks surges over 8percent on FII limit hike,1
